,field_name,name,en_name,type,order,unit,com_type_code
437,BSA27,Phải thu dài hạn khác (Tỷ đồng),Other long-term receivables (Bn. VND),Chỉ tiêu cân đối kế toán,65,tỷ,BH
438,BSA162,Phải thu về cho vay dài hạn (Tỷ đồng),Long-term loans receivables (Bn. VND),Chỉ tiêu cân đối kế toán,66,tỷ,BH
439,BSA24,Phải thu dài hạn (Tỷ đồng),Long-term trade receivables (Bn. VND),Chỉ tiêu cân đối kế toán,67,tỷ,BH
440,revenue,Doanh thu (Tỷ đồng),Revenue (Bn. VND),Chỉ tiêu kết quả kinh doanh,1,tỷ,CK
441,revenueGrowth,Tăng trưởng doanh thu (%),Revenue YoY (%),Chỉ tiêu kết quả kinh doanh,2,%,CK
442,netProfit,Lợi nhuận sau thuế của Cổ đông công ty mẹ (Tỷ đồng),Attribute to parent company (Bn. VND),Chỉ tiêu kết quả kinh doanh,3,tỷ,CK
443,netProfitGrowth,Tăng trưởng lợi nhuận (%),Attribute to parent company YoY (%),Chỉ tiêu kết quả kinh doanh,4,%,CK
444,ebitMargin,Biên EBIT (%),EBIT Margin (%),Chỉ tiêu khả năng sinh lợi,5,%,CK
445,netProfitMargin,Biên lợi nhuận ròng (%),Net Profit Margin (%),Chỉ tiêu khả năng sinh lợi,6,%,CK
446,grossMargin,Biên lợi nhuận gộp (%),Gross Profit Margin (%),Chỉ tiêu khả năng sinh lợi,7,%,CK
447,roe,ROE (%),ROE (%),Chỉ tiêu khả năng sinh lợi,8,%,CK
448,roic,ROIC (%),ROIC (%),Chỉ tiêu khả năng sinh lợi,9,%,CK
449,roa,ROA (%),ROA (%),Chỉ tiêu khả năng sinh lợi,10,%,CK
450,pe,P/E,P/E,Chỉ tiêu định giá,12,index,CK
451,pb,P/B,P/B,Chỉ tiêu định giá,13,index,CK
452,ps,P/S,P/S,Chỉ tiêu định giá,14,index,CK
453,pcf,P/Cash Flow,P/Cash Flow,Chỉ tiêu định giá,15,index,CK
454,eps,EPS (VND),EPS (VND),Chỉ tiêu định giá,16,index,CK
455,bvps,BVPS (VND),BVPS (VND),Chỉ tiêu định giá,17,index,CK
456,evPerEbitda,EV/EBITDA,EV/EBITDA,Chỉ tiêu định giá,18,index,CK
457,issueShare,Số CP lưu hành (Triệu CP),Outstanding Share (Mil. Shares),Chỉ tiêu định giá,19,triệu,CK
458,ev,Vốn hóa (Tỷ đồng),Market Capital (Bn. VND),Chỉ tiêu định giá,20,tỷ,CK
459,BSA1,TÀI SẢN NGẮN HẠN (Tỷ đồng),CURRENT ASSETS (Bn. VND),Chỉ tiêu cân đối kế toán,21,tỷ,CK
460,BSA2,Tiền và tương đương tiền (Tỷ đồng),Cash and cash equivalents (Bn. VND),Chỉ tiêu cân đối kế toán,22,tỷ,CK
461,BSA5,Giá trị thuần đầu tư ngắn hạn (Tỷ đồng),Short-term investments (Bn. VND),Chỉ tiêu cân đối kế toán,23,tỷ,CK
462,BSA8,Các khoản phải thu ngắn hạn (Tỷ đồng),Accounts receivable (Bn. VND),Chỉ tiêu cân đối kế toán,24,tỷ,CK
463,BSA10,Trả trước cho người bán ngắn hạn (Tỷ đồng),Prepayments to suppliers (Bn. VND),Chỉ tiêu cân đối kế toán,25,tỷ,CK
464,BSA159,Phải thu về cho vay ngắn hạn (Tỷ đồng),Short-term loans receivables (Bn. VND),Chỉ tiêu cân đối kế toán,26,tỷ,CK
465,BSA16,"Hàng tồn kho, ròng (Tỷ đồng)","Inventories, Net (Bn. VND)",Chỉ tiêu cân đối kế toán,27,tỷ,CK
466,BSA22,Tài sản lưu động khác (Tỷ đồng),Other current assets (Bn. VND),Chỉ tiêu cân đối kế toán,28,tỷ,CK
467,BSA23,TÀI SẢN DÀI HẠN (Tỷ đồng),LONG-TERM ASSETS (Bn. VND),Chỉ tiêu cân đối kế toán,29,tỷ,CK
468,le,(Vay NH+DH)/VCSH,(ST+LT borrowings)/Equity,Chỉ tiêu cơ cấu nguồn vốn,30,index,CK
469,de,Nợ/VCSH,Debt/Equity,Chỉ tiêu cơ cấu nguồn vốn,31,index,CK
470,ccc,Chu kỳ tiền,Cash Cycle,Chỉ tiêu hiệu quả hoạt động,32,index,CK
471,dpo,Số ngày thanh toán bình quân,Days Payable Outstanding,Chỉ tiêu hiệu quả hoạt động,33,index,CK
472,dso,Số ngày tồn kho bình quân,Days Inventory Outstanding,Chỉ tiêu hiệu quả hoạt động,34,index,CK
473,acp,Số ngày thu tiền bình quân,Days Sales Outstanding,Chỉ tiêu hiệu quả hoạt động,35,index,CK
474,fat,Vòng quay TSCĐ,Fixed Asset Turnover,Chỉ tiêu hiệu quả hoạt động,36,index,CK
475,at,Vòng quay tài sản,Asset Turnover,Chỉ tiêu hiệu quả hoạt động,37,index,CK
476,ae,Đòn bẩy tài chính,Financial Leverage,Chỉ tiêu thanh khoản,38,index,CK
477,interestCoverage,Khả năng chi trả lãi vay,Interest Coverage,Chỉ tiêu thanh khoản,39,index,CK
478,quickRatio,Chỉ số thanh toán nhanh,Quick Ratio,Chỉ tiêu thanh khoản,40,index,CK
479,cashRatio,Chỉ số thanh toán tiền mặt,Cash Ratio,Chỉ tiêu thanh khoản,41,index,CK
480,currentRatio,Chỉ số thanh toán hiện thời,Current Ratio,Chỉ tiêu thanh khoản,42,index,CK
481,CFA22,"Tiền thu hồi cho vay, bán lại các công cụ nợ của đơn vị khác (Tỷ đồng)","Collection of loans, proceeds from sales of debts instruments (Bn. VND)",Chỉ tiêu lưu chuyển tiền tệ,43,tỷ,CK
482,CFA21,"Tiền chi cho vay, mua công cụ nợ của đơn vị khác (Tỷ đồng)","Loans granted, purchases of debt instruments (Bn. VND)",Chỉ tiêu lưu chuyển tiền tệ,44,tỷ,CK
483,BSA96,TỔNG CỘNG NGUỒN VỐN (Tỷ đồng),TOTAL RESOURCES (Bn. VND),Chỉ tiêu cân đối kế toán,45,tỷ,CK
484,BSA90,Lãi chưa phân phối (Tỷ đồng),Undistributed earnings (Bn. VND),Chỉ tiêu cân đối kế toán,46,tỷ,CK
485,BSA86,Quỹ đầu tư và phát triển (Tỷ đồng),Investment and development funds (Bn. VND),Chỉ tiêu cân đối kế toán,47,tỷ,CK
486,BSA175,Cổ phiếu phổ thông (Tỷ đồng),Common shares (Bn. VND),Chỉ tiêu cân đối kế toán,48,tỷ,CK
487,BSA80,Vốn góp của chủ sở hữu (Tỷ đồng),Paid-in capital (Bn. VND),Chỉ tiêu cân đối kế toán,49,tỷ,CK
488,BSA79,Vốn và các quỹ (Tỷ đồng),Capital and reserves (Bn. VND),Chỉ tiêu cân đối kế toán,50,tỷ,CK
489,BSA78,VỐN CHỦ SỞ HỮU (Tỷ đồng),OWNER'S EQUITY(Bn.VND),Chỉ tiêu cân đối kế toán,51,tỷ,CK
490,BSA173,Trái phiếu chuyển đổi (Tỷ đồng),Convertible bonds (Bn. VND),Chỉ tiêu cân đối kế toán,52,tỷ,CK
491,BSA71,Vay và nợ thuê tài chính dài hạn (Tỷ đồng),Long-term borrowings (Bn. VND),Chỉ tiêu cân đối kế toán,53,tỷ,CK
492,BSA67,Nợ dài hạn (Tỷ đồng),Long-term liabilities (Bn. VND),Chỉ tiêu cân đối kế toán,54,tỷ,CK
493,BSA58,Người mua trả tiền trước ngắn hạn (Tỷ đồng),Advances from customers (Bn. VND),Chỉ tiêu cân đối kế toán,55,tỷ,CK
494,BSA56,Vay và nợ thuê tài chính ngắn hạn (Tỷ đồng),Short-term borrowings (Bn. VND),Chỉ tiêu cân đối kế toán,56,tỷ,CK
495,BSA55,Nợ ngắn hạn (Tỷ đồng),Current liabilities (Bn. VND),Chỉ tiêu cân đối kế toán,57,tỷ,CK
496,BSA54,NỢ PHẢI TRẢ (Tỷ đồng),LIABILITIES (Bn. VND),Chỉ tiêu cân đối kế toán,58,tỷ,CK
497,BSA53,TỔNG CỘNG TÀI SẢN (Tỷ đồng),TOTAL ASSETS (Bn. VND),Chỉ tiêu cân đối kế toán,59,tỷ,CK
498,BSA209,Lợi thế thương mại (Tỷ đồng),Good will (Bn. VND),Chỉ tiêu cân đối kế toán,60,tỷ,CK
499,BSA50,Trả trước dài hạn (Tỷ đồng),Long-term prepayments (Bn. VND),Chỉ tiêu cân đối kế toán,61,tỷ,CK
500,BSA46,Tài sản dài hạn khác (Tỷ đồng),Other long-term assets (Bn. VND),Chỉ tiêu cân đối kế toán,62,tỷ,CK
501,BSA43,Đầu tư dài hạn (Tỷ đồng),Long-term investments (Bn. VND),Chỉ tiêu cân đối kế toán,63,tỷ,CK
502,BSA29,Tài sản cố định (Tỷ đồng),Fixed assets (Bn. VND),Chỉ tiêu cân đối kế toán,64,tỷ,CK
503,BSA27,Phải thu dài hạn khác (Tỷ đồng),Other long-term receivables (Bn. VND),Chỉ tiêu cân đối kế toán,65,tỷ,CK
504,BSA162,Phải thu về cho vay dài hạn (Tỷ đồng),Long-term loans receivables (Bn. VND),Chỉ tiêu cân đối kế toán,66,tỷ,CK
505,BSA24,Phải thu dài hạn (Tỷ đồng),Long-term trade receivables (Bn. VND),Chỉ tiêu cân đối kế toán,67,tỷ,CK
506,revenue,Doanh thu (Tỷ đồng),Revenue (Bn. VND),Chỉ tiêu kết quả kinh doanh,1,tỷ,CT
507,netProfit,Lợi nhuận sau thuế của Cổ đông công ty mẹ (Tỷ đồng),Attribute to parent company (Bn. VND),Chỉ tiêu kết quả kinh doanh,3,tỷ,CT
508,netProfitGrowth,Tăng trưởng lợi nhuận (%),Attribute to parent company YoY (%),Chỉ tiêu kết quả kinh doanh,4,%,CT
509,ebitMargin,Biên EBIT (%),EBIT Margin (%),Chỉ tiêu khả năng sinh lợi,5,%,CT
510,netProfitMargin,Biên lợi nhuận ròng (%),Net Profit Margin (%),Chỉ tiêu khả năng sinh lợi,6,%,CT
511,grossMargin,Biên lợi nhuận gộp (%),Gross Profit Margin (%),Chỉ tiêu khả năng sinh lợi,7,%,CT
512,roe,ROE (%),ROE (%),Chỉ tiêu khả năng sinh lợi,8,%,CT
513,roic,ROIC (%),ROIC (%),Chỉ tiêu khả năng sinh lợi,9,%,CT
514,roa,ROA (%),ROA (%),Chỉ tiêu khả năng sinh lợi,10,%,CT
515,pe,P/E,P/E,Chỉ tiêu định giá,12,index,CT
516,pb,P/B,P/B,Chỉ tiêu định giá,13,index,CT
517,ps,P/S,P/S,Chỉ tiêu định giá,14,index,CT
518,pcf,P/Cash Flow,P/Cash Flow,Chỉ tiêu định giá,15,index,CT
519,eps,EPS (VND),EPS (VND),Chỉ tiêu định giá,16,index,CT
520,bvps,BVPS (VND),BVPS (VND),Chỉ tiêu định giá,17,index,CT
521,evPerEbitda,EV/EBITDA,EV/EBITDA,Chỉ tiêu định giá,18,index,CT
522,issueShare,Số CP lưu hành (Triệu CP),Outstanding Share (Mil. Shares),Chỉ tiêu định giá,19,triệu,CT
523,ev,Vốn hóa (Tỷ đồng),Market Capital (Bn. VND),Chỉ tiêu định giá,20,tỷ,CT
524,BSA1,TÀI SẢN NGẮN HẠN (Tỷ đồng),CURRENT ASSETS (Bn. VND),Chỉ tiêu cân đối kế toán,21,tỷ,CT
525,BSA2,Tiền và tương đương tiền (Tỷ đồng),Cash and cash equivalents (Bn. VND),Chỉ tiêu cân đối kế toán,22,tỷ,CT
526,BSA5,Giá trị thuần đầu tư ngắn hạn (Tỷ đồng),Short-term investments (Bn. VND),Chỉ tiêu cân đối kế toán,23,tỷ,CT
527,BSA8,Các khoản phải thu ngắn hạn (Tỷ đồng),Accounts receivable (Bn. VND),Chỉ tiêu cân đối kế toán,24,tỷ,CT
528,BSA10,Trả trước cho người bán ngắn hạn (Tỷ đồng),Prepayments to suppliers (Bn. VND),Chỉ tiêu cân đối kế toán,25,tỷ,CT
529,BSA159,Phải thu về cho vay ngắn hạn (Tỷ đồng),Short-term loans receivables (Bn. VND),Chỉ tiêu cân đối kế toán,26,tỷ,CT
530,BSA16,"Hàng tồn kho, ròng (Tỷ đồng)","Inventories, Net (Bn. VND)",Chỉ tiêu cân đối kế toán,27,tỷ,CT
531,BSA22,Tài sản lưu động khác (Tỷ đồng),Other current assets (Bn. VND),Chỉ tiêu cân đối kế toán,28,tỷ,CT
532,BSA23,TÀI SẢN DÀI HẠN (Tỷ đồng),LONG-TERM ASSETS (Bn. VND),Chỉ tiêu cân đối kế toán,29,tỷ,CT
533,le,(Vay NH+DH)/VCSH,(ST+LT borrowings)/Equity,Chỉ tiêu cơ cấu nguồn vốn,30,index,CT
534,de,Nợ/VCSH,Debt/Equity,Chỉ tiêu cơ cấu nguồn vốn,31,index,CT
535,ccc,Chu kỳ tiền,Cash Cycle,Chỉ tiêu hiệu quả hoạt động,32,index,CT
536,dpo,Số ngày thanh toán bình quân,Days Payable Outstanding,Chỉ tiêu hiệu quả hoạt động,33,index,CT
537,dso,Số ngày tồn kho bình quân,Days Inventory Outstanding,Chỉ tiêu hiệu quả hoạt động,34,index,CT
538,acp,Số ngày thu tiền bình quân,Days Sales Outstanding,Chỉ tiêu hiệu quả hoạt động,35,index,CT
539,fat,Vòng quay TSCĐ,Fixed Asset Turnover,Chỉ tiêu hiệu quả hoạt động,36,index,CT
540,at,Vòng quay tài sản,Asset Turnover,Chỉ tiêu hiệu quả hoạt động,37,index,CT
541,ae,Đòn bẩy tài chính,Financial Leverage,Chỉ tiêu thanh khoản,38,index,CT
542,interestCoverage,Khả năng chi trả lãi vay,Interest Coverage,Chỉ tiêu thanh khoản,39,index,CT
543,quickRatio,Chỉ số thanh toán nhanh,Quick Ratio,Chỉ tiêu thanh khoản,40,index,CT
544,cashRatio,Chỉ số thanh toán tiền mặt,Cash Ratio,Chỉ tiêu thanh khoản,41,index,CT
545,currentRatio,Chỉ số thanh toán hiện thời,Current Ratio,Chỉ tiêu thanh khoản,42,index,CT
546,CFA22,"Tiền thu hồi cho vay, bán lại các công cụ nợ của đơn vị khác (Tỷ đồng)","Collection of loans, proceeds from sales of debts instruments (Bn. VND)",Chỉ tiêu lưu chuyển tiền tệ,43,tỷ,CT
547,CFA21,"Tiền chi cho vay, mua công cụ nợ của đơn vị khác (Tỷ đồng)","Loans granted, purchases of debt instruments (Bn. VND)",Chỉ tiêu lưu chuyển tiền tệ,44,tỷ,CT
548,BSA96,TỔNG CỘNG NGUỒN VỐN (Tỷ đồng),TOTAL RESOURCES (Bn. VND),Chỉ tiêu cân đối kế toán,45,tỷ,CT
549,BSA90,Lãi chưa phân phối (Tỷ đồng),Undistributed earnings (Bn. VND),Chỉ tiêu cân đối kế toán,46,tỷ,CT
550,BSA86,Quỹ đầu tư và phát triển (Tỷ đồng),Investment and development funds (Bn. VND),Chỉ tiêu cân đối kế toán,47,tỷ,CT
551,BSA175,Cổ phiếu phổ thông (Tỷ đồng),Common shares (Bn. VND),Chỉ tiêu cân đối kế toán,48,tỷ,CT
552,BSA80,Vốn góp của chủ sở hữu (Tỷ đồng),Paid-in capital (Bn. VND),Chỉ tiêu cân đối kế toán,49,tỷ,CT
553,BSA79,Vốn và các quỹ (Tỷ đồng),Capital and reserves (Bn. VND),Chỉ tiêu cân đối kế toán,50,tỷ,CT
554,BSA78,VỐN CHỦ SỞ HỮU (Tỷ đồng),OWNER'S EQUITY(Bn.VND),Chỉ tiêu cân đối kế toán,51,tỷ,CT
555,BSA173,Trái phiếu chuyển đổi (Tỷ đồng),Convertible bonds (Bn. VND),Chỉ tiêu cân đối kế toán,52,tỷ,CT
556,BSA71,Vay và nợ thuê tài chính dài hạn (Tỷ đồng),Long-term borrowings (Bn. VND),Chỉ tiêu cân đối kế toán,53,tỷ,CT
557,BSA67,Nợ dài hạn (Tỷ đồng),Long-term liabilities (Bn. VND),Chỉ tiêu cân đối kế toán,54,tỷ,CT
558,BSA58,Người mua trả tiền trước ngắn hạn (Tỷ đồng),Advances from customers (Bn. VND),Chỉ tiêu cân đối kế toán,55,tỷ,CT
559,BSA56,Vay và nợ thuê tài chính ngắn hạn (Tỷ đồng),Short-term borrowings (Bn. VND),Chỉ tiêu cân đối kế toán,56,tỷ,CT
560,BSA55,Nợ ngắn hạn (Tỷ đồng),Current liabilities (Bn. VND),Chỉ tiêu cân đối kế toán,57,tỷ,CT
561,BSA54,NỢ PHẢI TRẢ (Tỷ đồng),LIABILITIES (Bn. VND),Chỉ tiêu cân đối kế toán,58,tỷ,CT
562,BSA53,TỔNG CỘNG TÀI SẢN (Tỷ đồng),TOTAL ASSETS (Bn. VND),Chỉ tiêu cân đối kế toán,59,tỷ,CT
563,BSA209,Lợi thế thương mại (Tỷ đồng),Good will (Bn. VND),Chỉ tiêu cân đối kế toán,60,tỷ,CT
564,BSA50,Trả trước dài hạn (Tỷ đồng),Long-term prepayments (Bn. VND),Chỉ tiêu cân đối kế toán,61,tỷ,CT
565,BSA46,Tài sản dài hạn khác (Tỷ đồng),Other long-term assets (Bn. VND),Chỉ tiêu cân đối kế toán,62,tỷ,CT
566,BSA43,Đầu tư dài hạn (Tỷ đồng),Long-term investments (Bn. VND),Chỉ tiêu cân đối kế toán,63,tỷ,CT
567,BSA29,Tài sản cố định (Tỷ đồng),Fixed assets (Bn. VND),Chỉ tiêu cân đối kế toán,64,tỷ,CT
568,BSA27,Phải thu dài hạn khác (Tỷ đồng),Other long-term receivables (Bn. VND),Chỉ tiêu cân đối kế toán,65,tỷ,CT
569,BSA162,Phải thu về cho vay dài hạn (Tỷ đồng),Long-term loans receivables (Bn. VND),Chỉ tiêu cân đối kế toán,66,tỷ,CT
570,BSA24,Phải thu dài hạn (Tỷ đồng),Long-term trade receivables (Bn. VND),Chỉ tiêu cân đối kế toán,67,tỷ,CT
571,revenue,Doanh thu (Tỷ đồng),Revenue (Bn. VND),Chỉ tiêu kết quả kinh doanh,1,tỷ,NH
572,revenueGrowth,Tăng trưởng doanh thu (%),Revenue YoY (%),Chỉ tiêu kết quả kinh doanh,2,%,NH
573,netProfit,Lợi nhuận sau thuế của Cổ đông công ty mẹ (Tỷ đồng),Attribute to parent company (Bn. VND),Chỉ tiêu kết quả kinh doanh,3,tỷ,NH
574,netProfitGrowth,Tăng trưởng lợi nhuận (%),Attribute to parent company YoY (%),Chỉ tiêu kết quả kinh doanh,4,%,NH
575,ebitMargin,Biên EBIT (%),EBIT Margin (%),Chỉ tiêu khả năng sinh lợi,5,%,NH
576,netProfitMargin,Biên lợi nhuận ròng (%),Net Profit Margin (%),Chỉ tiêu khả năng sinh lợi,6,%,NH
577,grossMargin,Biên lợi nhuận gộp (%),Gross Profit Margin (%),Chỉ tiêu khả năng sinh lợi,7,%,NH
578,roe,ROE (%),ROE (%),Chỉ tiêu khả năng sinh lợi,8,%,NH
579,roic,ROIC (%),ROIC (%),Chỉ tiêu khả năng sinh lợi,9,%,NH
580,roa,ROA (%),ROA (%),Chỉ tiêu khả năng sinh lợi,10,%,NH
581,pe,P/E,P/E,Chỉ tiêu định giá,12,index,NH
582,pb,P/B,P/B,Chỉ tiêu định giá,13,index,NH
583,ps,P/S,P/S,Chỉ tiêu định giá,14,index,NH
584,pcf,P/Cash Flow,P/Cash Flow,Chỉ tiêu định giá,15,index,NH
585,eps,EPS (VND),EPS (VND),Chỉ tiêu định giá,16,index,NH
586,bvps,BVPS (VND),BVPS (VND),Chỉ tiêu định giá,17,index,NH
587,evPerEbitda,EV/EBITDA,EV/EBITDA,Chỉ tiêu định giá,18,index,NH
588,issueShare,Số CP lưu hành (Triệu CP),Outstanding Share (Mil. Shares),Chỉ tiêu định giá,19,triệu,NH
589,ev,Vốn hóa (Tỷ đồng),Market Capital (Bn. VND),Chỉ tiêu định giá,20,tỷ,NH
590,BSA1,TÀI SẢN NGẮN HẠN (Tỷ đồng),CURRENT ASSETS (Bn. VND),Chỉ tiêu cân đối kế toán,21,tỷ,NH
591,BSA2,Tiền và tương đương tiền (Tỷ đồng),Cash and cash equivalents (Bn. VND),Chỉ tiêu cân đối kế toán,22,tỷ,NH
592,BSA5,Giá trị thuần đầu tư ngắn hạn (Tỷ đồng),Short-term investments (Bn. VND),Chỉ tiêu cân đối kế toán,23,tỷ,NH
593,BSA8,Các khoản phải thu ngắn hạn (Tỷ đồng),Accounts receivable (Bn. VND),Chỉ tiêu cân đối kế toán,24,tỷ,NH
594,BSA10,Trả trước cho người bán ngắn hạn (Tỷ đồng),Prepayments to suppliers (Bn. VND),Chỉ tiêu cân đối kế toán,25,tỷ,NH
595,BSA159,Phải thu về cho vay ngắn hạn (Tỷ đồng),Short-term loans receivables (Bn. VND),Chỉ tiêu cân đối kế toán,26,tỷ,NH
596,BSA16,"Hàng tồn kho, ròng (Tỷ đồng)","Inventories, Net (Bn. VND)",Chỉ tiêu cân đối kế toán,27,tỷ,NH
597,BSA22,Tài sản lưu động khác (Tỷ đồng),Other current assets (Bn. VND),Chỉ tiêu cân đối kế toán,28,tỷ,NH
598,BSA23,TÀI SẢN DÀI HẠN (Tỷ đồng),LONG-TERM ASSETS (Bn. VND),Chỉ tiêu cân đối kế toán,29,tỷ,NH
599,le,(Vay NH+DH)/VCSH,(ST+LT borrowings)/Equity,Chỉ tiêu cơ cấu nguồn vốn,30,index,NH
600,de,Nợ/VCSH,Debt/Equity,Chỉ tiêu cơ cấu nguồn vốn,31,index,NH
601,ccc,Chu kỳ tiền,Cash Cycle,Chỉ tiêu hiệu quả hoạt động,32,index,NH
602,dpo,Số ngày thanh toán bình quân,Days Payable Outstanding,Chỉ tiêu hiệu quả hoạt động,33,index,NH
603,dso,Số ngày tồn kho bình quân,Days Inventory Outstanding,Chỉ tiêu hiệu quả hoạt động,34,index,NH
604,acp,Số ngày thu tiền bình quân,Days Sales Outstanding,Chỉ tiêu hiệu quả hoạt động,35,index,NH
605,fat,Vòng quay TSCĐ,Fixed Asset Turnover,Chỉ tiêu hiệu quả hoạt động,36,index,NH
606,at,Vòng quay tài sản,Asset Turnover,Chỉ tiêu hiệu quả hoạt động,37,index,NH
607,ae,Đòn bẩy tài chính,Financial Leverage,Chỉ tiêu thanh khoản,38,index,NH
608,interestCoverage,Khả năng chi trả lãi vay,Interest Coverage,Chỉ tiêu thanh khoản,39,index,NH
609,quickRatio,Chỉ số thanh toán nhanh,Quick Ratio,Chỉ tiêu thanh khoản,40,index,NH
610,cashRatio,Chỉ số thanh toán tiền mặt,Cash Ratio,Chỉ tiêu thanh khoản,41,index,NH
611,currentRatio,Chỉ số thanh toán hiện thời,Current Ratio,Chỉ tiêu thanh khoản,42,index,NH
612,CFA22,"Tiền thu hồi cho vay, bán lại các công cụ nợ của đơn vị khác (Tỷ đồng)","Collection of loans, proceeds from sales of debts instruments (Bn. VND)",Chỉ tiêu lưu chuyển tiền tệ,43,tỷ,NH
613,CFA21,"Tiền chi cho vay, mua công cụ nợ của đơn vị khác (Tỷ đồng)","Loans granted, purchases of debt instruments (Bn. VND)",Chỉ tiêu lưu chuyển tiền tệ,44,tỷ,NH
614,BSA96,TỔNG CỘNG NGUỒN VỐN (Tỷ đồng),TOTAL RESOURCES (Bn. VND),Chỉ tiêu cân đối kế toán,45,tỷ,NH
615,BSA90,Lãi chưa phân phối (Tỷ đồng),Undistributed earnings (Bn. VND),Chỉ tiêu cân đối kế toán,46,tỷ,NH
616,BSA86,Quỹ đầu tư và phát triển (Tỷ đồng),Investment and development funds (Bn. VND),Chỉ tiêu cân đối kế toán,47,tỷ,NH
617,BSA175,Cổ phiếu phổ thông (Tỷ đồng),Common shares (Bn. VND),Chỉ tiêu cân đối kế toán,48,tỷ,NH
618,BSA80,Vốn góp của chủ sở hữu (Tỷ đồng),Paid-in capital (Bn. VND),Chỉ tiêu cân đối kế toán,49,tỷ,NH
619,BSA79,Vốn và các quỹ (Tỷ đồng),Capital and reserves (Bn. VND),Chỉ tiêu cân đối kế toán,50,tỷ,NH
620,BSA78,VỐN CHỦ SỞ HỮU (Tỷ đồng),OWNER'S EQUITY(Bn.VND),Chỉ tiêu cân đối kế toán,51,tỷ,NH
621,BSA173,Trái phiếu chuyển đổi (Tỷ đồng),Convertible bonds (Bn. VND),Chỉ tiêu cân đối kế toán,52,tỷ,NH
622,BSA71,Vay và nợ thuê tài chính dài hạn (Tỷ đồng),Long-term borrowings (Bn. VND),Chỉ tiêu cân đối kế toán,53,tỷ,NH
623,BSA67,Nợ dài hạn (Tỷ đồng),Long-term liabilities (Bn. VND),Chỉ tiêu cân đối kế toán,54,tỷ,NH
624,BSA58,Người mua trả tiền trước ngắn hạn (Tỷ đồng),Advances from customers (Bn. VND),Chỉ tiêu cân đối kế toán,55,tỷ,NH
625,BSA56,Vay và nợ thuê tài chính ngắn hạn (Tỷ đồng),Short-term borrowings (Bn. VND),Chỉ tiêu cân đối kế toán,56,tỷ,NH
626,BSA55,Nợ ngắn hạn (Tỷ đồng),Current liabilities (Bn. VND),Chỉ tiêu cân đối kế toán,57,tỷ,NH
627,BSA54,NỢ PHẢI TRẢ (Tỷ đồng),LIABILITIES (Bn. VND),Chỉ tiêu cân đối kế toán,58,tỷ,NH
628,BSA53,TỔNG CỘNG TÀI SẢN (Tỷ đồng),TOTAL ASSETS (Bn. VND),Chỉ tiêu cân đối kế toán,59,tỷ,NH
629,BSA209,Lợi thế thương mại (Tỷ đồng),Good will (Bn. VND),Chỉ tiêu cân đối kế toán,60,tỷ,NH
630,BSA50,Trả trước dài hạn (Tỷ đồng),Long-term prepayments (Bn. VND),Chỉ tiêu cân đối kế toán,61,tỷ,NH
631,BSA46,Tài sản dài hạn khác (Tỷ đồng),Other long-term assets (Bn. VND),Chỉ tiêu cân đối kế toán,62,tỷ,NH
632,ISA8,Chi phí tiền lãi vay,Interest Expenses,Chỉ tiêu kết quả kinh doanh,8,tỷ,CT
633,BSA43,Đầu tư dài hạn (Tỷ đồng),Long-term investments (Bn. VND),Chỉ tiêu cân đối kế toán,63,tỷ,NH
634,BSA29,Tài sản cố định (Tỷ đồng),Fixed assets (Bn. VND),Chỉ tiêu cân đối kế toán,64,tỷ,NH
635,BSA27,Phải thu dài hạn khác (Tỷ đồng),Other long-term receivables (Bn. VND),Chỉ tiêu cân đối kế toán,65,tỷ,NH
636,BSA162,Phải thu về cho vay dài hạn (Tỷ đồng),Long-term loans receivables (Bn. VND),Chỉ tiêu cân đối kế toán,66,tỷ,NH
637,BSA24,Phải thu dài hạn (Tỷ đồng),Long-term trade receivables (Bn. VND),Chỉ tiêu cân đối kế toán,67,tỷ,NH
638,ISI64,Doanh thu thuần,Net Sales,Chỉ tiêu kết quả kinh doanh,1,tỷ,BH
639,ISI87,Lãi gộp,Gross Profit,Chỉ tiêu kết quả kinh doanh,2,tỷ,BH
640,ISA6,Thu nhập tài chính,Financial Income,Chỉ tiêu kết quả kinh doanh,3,tỷ,BH
641,ISA7,Chi phí tài chính,Financial Expenses,Chỉ tiêu kết quả kinh doanh,4,tỷ,BH
642,ISA10,Chi phí quản lý DN,General & Admin Expenses,Chỉ tiêu kết quả kinh doanh,5,tỷ,BH
643,ISI97,Lãi/Lỗ từ hoạt động kinh doanh,Operating Profit/Loss,Chỉ tiêu kết quả kinh doanh,6,tỷ,BH
644,ISA102,"Lãi lỗ trong công ty liên doanh, liên kết",Net income from associated companies,Chỉ tiêu kết quả kinh doanh,7,tỷ,BH
645,ISA14,Thu nhập/Chi phí khác,Other Income/Expenses,Chỉ tiêu kết quả kinh doanh,8,tỷ,BH
646,ISA16,Lãi/Lỗ ròng trước thuế,Net Profit/Loss before tax,Chỉ tiêu kết quả kinh doanh,9,tỷ,BH
647,ISA17,Thuế TNDN - hiện thời,Current Income Tax,Chỉ tiêu kết quả kinh doanh,10,tỷ,BH
648,ISA18,Thuế TNDN - Hoãn lại,Deferred Income Tax,Chỉ tiêu kết quả kinh doanh,11,tỷ,BH
