,no,s,n,marketCap,price,change,revenue,url
229,230,sha/600536,China National Software & Service Company Limited,38719398470.0,46.02,-1.79,5485132819.0,quote/sha/600536
230,231,sha/688188,Shanghai BOCHU Electronic Technology Corporation Limited.,38625551280.0,189.44,0.77,1735455070.0,quote/sha/688188
231,232,sha/600885,"Hongfa Technology Co., Ltd.",38526883595.0,37.08,0.35,13915501642.0,quote/sha/600885
232,233,sha/601567,"Ningbo Sanxing Medical Electric Co.,Ltd.",38508533420.0,27.47,0.66,13558462947.0,quote/sha/601567
233,234,sha/601198,Dongxing Securities Corporation Limited,38336803867.0,12.42,4.72,9728613157.0,quote/sha/601198
234,235,sha/603806,"Hangzhou First Applied Material Co., Ltd.",38229985614.0,14.93,0.27,21113167566.0,quote/sha/603806
235,236,sha/601699,"Shanxi Lu'an Environmental Energy Development Co., Ltd.",38170381392.0,12.69,4.02,36772559478.0,quote/sha/601699
236,237,sha/603659,"Shanghai Putailai New Energy Technology Co.,Ltd.",38092046522.0,18.0,4.05,13492532935.0,quote/sha/603659
237,238,sha/601162,"Tianfeng Securities Co., Ltd.",38089009200.0,4.52,0.67,2143440644.0,quote/sha/601162
238,239,sha/600968,CNOOC Energy Technology & Services Limited,37915838662.0,3.77,1.62,51388654600.0,quote/sha/600968
239,240,sha/688120,"Hwatsing Technology Co., Ltd.",37847950880.0,161.10001,-2.43,3413758100.0,quote/sha/688120
240,241,sha/600663,"Shanghai Lujiazui Finance & Trade Zone Development Co.,Ltd.",37693962805.0,8.62,-0.92,14344442600.0,quote/sha/600663
241,242,sha/600985,"Huaibei Mining Holdings Co.,Ltd.",37544026403.0,13.84,1.62,74518236322.0,quote/sha/600985
242,243,sha/600177,"Youngor Fashion Co., Ltd.",37542348244.0,8.13,-0.12,14691575305.0,quote/sha/600177
243,244,sha/601236,"Hongta Securities Co., Ltd.",37498462549.0,8.08,0.75,1937009704.0,quote/sha/601236
244,245,sha/601061,"CITIC Metal Co., Ltd",37240000000.0,7.6,0.0,125275964651.0,quote/sha/601061
245,246,sha/601231,"Universal Scientific Industrial (Shanghai) Co., Ltd.",37168549443.0,17.2,-1.26,60690651098.0,quote/sha/601231
246,247,sha/601108,"Caitong Securities Co.,Ltd.",37057202693.0,8.08,1.25,5855965750.0,quote/sha/601108
247,248,sha/688114,"MGI Tech Co., Ltd.",36860880675.0,89.53,-0.14,3210387300.0,quote/sha/688114
248,249,sha/688599,"Trina Solar Co., Ltd.",36510479355.0,17.24,0.88,80334102100.0,quote/sha/688599
249,250,sha/603160,"Shenzhen Goodix Technology Co., Ltd.",36375272374.0,77.86,-1.42,4434229356.0,quote/sha/603160
250,251,sha/603596,"Bethel Automotive Safety Systems Co., Ltd",36204719996.0,59.29,-3.69,8946698708.0,quote/sha/603596
251,252,sha/688469,"United Nova Technology Co.,Ltd.",35812310840.0,5.12,0.99,6508936000.0,quote/sha/688469
252,253,sha/688385,Shanghai Fudan Microelectronics Group Company Limited,35532949342.209335,50.96,-2.62,3589526200.0,quote/sha/688385
253,254,sha/601958,"Jinduicheng Molybdenum Co., Ltd.",35363584224.0,10.92,0.65,12775858103.0,quote/sha/601958
254,255,sha/600378,"Haohua Chemical Science & Technology Corp., Ltd.",35282421832.0,27.52,-1.64,6511056168.0,quote/sha/600378
255,256,sha/603568,"Zhejiang Weiming Environment Protection Co., Ltd.",35184850420.0,20.73,-0.67,7449095393.0,quote/sha/603568
256,257,sha/601577,"Bank of Changsha Co., Ltd.",35148379810.0,8.85,1.61,17126230000.0,quote/sha/601577
257,258,sha/601799,"Changzhou Xingyu Automotive Lighting Systems Co.,Ltd.",35118570978.0,122.99,0.05,12237151492.0,quote/sha/601799
258,259,sha/603486,"Ecovacs Robotics Co., Ltd.",35093008847.0,59.83,0.98,15196520177.0,quote/sha/603486
259,260,sha/600925,"Jiangsu Xukuang Energy Co., Ltd.",34788888889.0,5.06,1.0,13814444603.0,quote/sha/600925
260,261,sha/688617,APT Medical Inc.,34753579016.0,360.3,-1.35,2065801597.0,quote/sha/688617
261,262,sha/688375,"Guobo Electronics Co., Ltd.",34503302561.0,58.15,0.45,2591086700.0,quote/sha/688375
262,263,sha/600988,"Chifeng Jilong Gold Mining Co.,Ltd.",34350384782.0,19.91,5.46,8381489444.999999,quote/sha/600988
263,264,sha/601179,"China XD Electric Co., Ltd",34292152935.0,6.71,0.75,21942301751.0,quote/sha/601179
264,265,sha/688349,"Sany Renewable Energy Co.,Ltd.",34226180123.0,28.11,2.44,18089083000.0,quote/sha/688349
265,266,sha/603529,"AIMA Technology Group CO., LTD",34149803178.000004,40.8,3.34,21044659924.0,quote/sha/603529
266,267,sha/600157,"Wintime Energy Group Co.,Ltd.",34121942024.999996,1.51,3.42,30516114347.0,quote/sha/600157
267,268,sha/603605,"Proya Cosmetics Co.,Ltd.",34005369799.0,88.51,3.95,10622037110.0,quote/sha/603605
268,269,sha/600580,"Wolong Electric Group Co.,Ltd.",33829917808.0,26.29,-4.54,15694381907.0,quote/sha/600580
269,270,sha/600118,"China Spacesat Co.,Ltd.",33700940347.999996,28.39,-0.8,4882650008.0,quote/sha/600118
270,271,sha/688578,"Shanghai Allist Pharmaceuticals Co., Ltd.",33498000000.0,73.25,-5.26,3557777900.0,quote/sha/688578
271,272,sha/603228,"Shenzhen Kinwong Electronic Co., Ltd.",33487235324.0,37.12,3.37,12083398363.0,quote/sha/603228
272,273,sha/688099,"Amlogic (Shanghai) Co.,Ltd.",32992115522.0,79.11,-4.38,5926315300.0,quote/sha/688099
273,274,sha/600549,"Xiamen Tungsten Co.,Ltd.",32706165276.0,20.86,0.72,36238803714.0,quote/sha/600549
274,275,sha/601598,Sinotrans Limited,32648436398.39671,5.03,-0.4,114760605793.0,quote/sha/601598
275,276,sha/600079,"Humanwell Healthcare (Group) Co.,Ltd.",32624170940.0,20.29,-1.7,25556397294.0,quote/sha/600079
276,277,sha/600879,"China Aerospace Times Electronics CO., LTD.",32465105447.0,9.85,-0.3,15002661664.0,quote/sha/600879
277,278,sha/688568,"Geovis Technology Co.,Ltd",31991030758.0,61.98,4.13,3257427800.0,quote/sha/688568
278,279,sha/603606,"Ningbo Orient Wires & Cables Co.,Ltd.",31958570505.0,48.81,4.92,8659308662.0,quote/sha/603606
279,280,sha/600109,"Sinolink Securities Co., Ltd.",31811743719.0,8.76,1.74,5853596238.0,quote/sha/600109
280,281,sha/688278,"Xiamen Amoytop Biotech Co., Ltd.",31791420000.0,77.95,1.56,2817158200.0,quote/sha/688278
281,282,sha/600602,INESA Intelligent Tech Inc.,31781825992.0,25.16,-9.79,5569724621.0,quote/sha/600602
282,283,sha/600673,"Guangdong HEC Technology Holding Co., Ltd",31739350148.0,10.52,-1.87,11624927248.0,quote/sha/600673
283,284,sha/600705,"AVIC Industry-Finance Holdings Co., Ltd.",31579818543.0,3.69,1.1,11066714304.0,quote/sha/600705
284,285,sha/601880,"Liaoning Port Co., Ltd.",31560804848.837204,1.51,0.67,11467030425.0,quote/sha/601880
285,286,sha/688122,"Western Superconducting Technologies Co., Ltd.",31456754945.0,48.02,0.13,4641073400.0,quote/sha/688122
286,287,sha/688525,"BIWIN Storage Technology Co., Ltd.",31217488357.0,75.11,-2.73,6704456700.0,quote/sha/688525
287,288,sha/601990,"Nanjing Securities Co., Ltd.",31149750737.0,8.52,0.83,3147884300.0,quote/sha/601990
288,289,sha/688297,"AVIC (Chengdu)UAS Co., Ltd.",31009500000.0,45.94,-0.56,685242300.0,quote/sha/688297
289,290,sha/688234,"SICC Co., Ltd.",30794771520.0,71.43,-6.99,1768141000.0,quote/sha/688234
290,291,sha/600298,"Angel Yeast Co., Ltd",30731414755.0,35.99,-0.14,14839529313.0,quote/sha/600298
291,292,sha/688538,"Everdisplay Optronics (Shanghai) Co., Ltd.",30707048620.0,2.24,-0.88,4957860700.0,quote/sha/688538
292,293,sha/600038,Avicopter Plc,30680404030.0,37.3,-0.69,22772596155.0,quote/sha/600038
293,294,sha/600995,"China Southern Power Grid Energy Storage Co., Ltd.",30617735612.0,9.59,0.42,6173879400.0,quote/sha/600995
294,295,sha/600352,"Zhejiang Longsheng Group Co.,Ltd",30321052935.0,9.41,0.97,15083006406.0,quote/sha/600352
295,296,sha/600143,"Kingfa Sci. & Tech. Co., Ltd.",30277034800.0,11.76,-3.13,54114613310.0,quote/sha/600143
296,297,sha/603728,"Shanghai Moons' Electric Co., Ltd.",30213994725.0,72.85,-5.34,2456463149.0,quote/sha/603728
297,298,sha/600153,Xiamen C&D Inc.,30060371050.0,10.19,1.6,667110268754.0,quote/sha/600153
298,299,sha/600497,"Yunnan Chihong Zinc & Germanium Co., Ltd.",30038620251.0,5.97,1.02,20107023102.0,quote/sha/600497
299,300,sha/600518,"Kangmei Pharmaceutical Co., Ltd.",29807313384.0,2.16,-0.92,5213453310.0,quote/sha/600518
300,301,sha/688475,"Hangzhou EZVIZ Network Co., Ltd.",29633625000.0,37.63,-2.31,5441939900.0,quote/sha/688475
301,302,sha/601696,"BOC International (China) CO., LTD.",29613480000.0,10.87,0.93,2576647200.0,quote/sha/601696
302,303,sha/688361,"Skyverse Technology Co., Ltd.",29600000000.0,92.48,-1.62,1380378800.0,quote/sha/688361
303,304,sha/600765,"AVIC Heavy Machinery Co., Ltd.",29587742633.0,18.63,0.87,10133736199.0,quote/sha/600765
304,305,sha/600369,"Southwest Securities Co., Ltd.",29504284511.0,4.59,2.91,2200096554.0,quote/sha/600369
305,306,sha/688629,"Sichuan Huafeng Technology Co., LTD.",29503541184.0,64.0,1.59,1091837000.0,quote/sha/688629
306,307,sha/601155,"Seazen Holdings Co., Ltd",29458434499.0,13.38,2.37,99457552139.0,quote/sha/601155
307,308,sha/600816,"J-Yuan Trust Co., Ltd.",29434900279.0,3.06,1.32,310333740.0,quote/sha/600816
308,309,sha/600498,"Fiberhome Telecommunication Technologies Co., Ltd.",29433942577.0,24.11,-2.98,29724164510.0,quote/sha/600498
309,310,sha/601665,"Qilu Bank Co., Ltd.",29348431717.0,6.04,-3.51,12495810000.0,quote/sha/601665
310,311,sha/600282,"Nanjing Iron & Steel Co., Ltd.",29345833212.0,4.74,0.21,65469003553.0,quote/sha/600282
311,312,sha/603939,"Yifeng Pharmacy Chain Co., Ltd.",29207503454.0,24.95,3.57,23919077817.0,quote/sha/603939
312,313,sha/600871,Sinopec Oilfield Service Corporation,29187583055.93059,1.91,1.06,79022703000.0,quote/sha/600871
313,314,sha/603338,"Zhejiang Dingli Machinery Co.,Ltd",29165637830.0,57.69,-1.28,7703664666.0,quote/sha/603338
314,315,sha/688027,"QuantumCTek Co., Ltd.",29152864903.0,284.41,-1.11,253368922.0,quote/sha/688027
315,316,sha/600299,Bluestar Adisseo Company,29071809799.0,10.83,0.65,15534274997.0,quote/sha/600299
316,317,sha/600060,"Hisense Visual Technology Co., Ltd.",28861459790.0,22.62,2.49,55039476713.0,quote/sha/600060
317,318,sha/600517,"State Grid Yingda Co.,Ltd.",28820916150.0,5.11,0.99,11236467680.0,quote/sha/600517
318,319,sha/601233,"Tongkun Group Co., Ltd.",28726521312.0,12.03,-0.58,96946924788.0,quote/sha/601233
319,320,sha/600563,"Xiamen Faratronic Co., Ltd.",28575000000.0,127.3,-1.45,4447397375.0,quote/sha/600563
320,321,sha/600901,"Jiangsu Financial Leasing Co., Ltd.",28556432232.0,5.02,1.41,4449311515.0,quote/sha/600901
321,322,sha/688318,"Shenzhen Fortune Trend Technology Co., Ltd.",28517073782.0,158.0,1.36,396312905.0,quote/sha/688318
322,323,sha/688065,Cathay Biotech Inc.,28432143061.0,49.0,0.7,2956485900.0,quote/sha/688065
323,324,sha/603298,"Hangcha Group Co., Ltd",28344332740.0,21.6,-1.68,16466607039.999998,quote/sha/603298
324,325,sha/688017,"Leader Harmonious Drive Systems Co., Ltd.",28326520958.0,156.14,-5.78,385878669.0,quote/sha/688017
325,326,sha/688002,"Raytron Technology Co.,Ltd.",28156596948.0,62.71,-1.43,4315586000.0,quote/sha/688002
326,327,sha/688702,"Suzhou Centec Communications Co., Ltd.",28105500000.0,68.55,-3.11,1081826700.0,quote/sha/688702
327,328,sha/600873,"MeiHua Holdings Group Co.,Ltd",28099969188.0,9.9,0.71,25915226281.0,quote/sha/600873
328,329,sha/688819,"Tianneng Battery Group Co., Ltd.",28060074647.0,29.05,0.35,45184232500.0,quote/sha/688819
329,330,sha/603885,"Juneyao Airlines Co., Ltd",27970637264.0,12.78,-2.37,21707450411.0,quote/sha/603885
330,331,sha/600707,"Caihong Display Devices Co.,Ltd.",27953556012.0,7.83,0.51,11862357753.0,quote/sha/600707
331,332,sha/603087,Gan & Lee Pharmaceuticals.,27925831484.0,46.9,0.28,2947372160.0,quote/sha/603087
332,333,sha/603979,"JCHX Mining Management Co.,Ltd.",27913965708.0,44.48,2.96,9058263684.0,quote/sha/603979
333,334,sha/600688,Sinopec Shanghai Petrochemical Company Limited,27822623434.13223,3.3,1.54,89149679000.0,quote/sha/600688
334,335,sha/600100,"Tsinghua Tongfang Co., Ltd.",27539447201.0,8.25,-3.06,20087761445.0,quote/sha/600100
335,336,sha/600316,"Jiangxi Hongdu Aviation Industry Co., Ltd.",27537197261.0,37.55,-2.37,4844730328.0,quote/sha/600316
336,337,sha/600132,"Chongqing Brewery Co., Ltd.",27528281742.0,58.16,2.25,14644597800.0,quote/sha/600132
337,338,sha/603899,Shanghai M&G Stationery Inc.,27446942358.0,30.11,1.14,24605864366.0,quote/sha/603899
338,339,sha/600637,"Oriental Pearl Group Co.,Ltd.",27231388518.0,8.09,-3.11,7554716262.0,quote/sha/600637
339,340,sha/601099,"The Pacific Securities Co., Ltd",27197102316.0,4.07,0.99,1197367484.0,quote/sha/601099
340,341,sha/600562,"Glarun Technology Co.,Ltd",27171849539.0,21.42,-2.41,3142444161.0,quote/sha/600562
341,342,sha/601611,China Nuclear Engineering Corporation Limited,27073840523.0,8.99,1.24,109720763835.0,quote/sha/601611
342,343,sha/601928,Jiangsu Phoenix Publishing & Media Corporation Limited,26874144000.0,10.6,-0.47,13554239278.0,quote/sha/601928
343,344,sha/600582,Tiandi Science & Technology Co.Ltd,26693898353.0,6.45,-1.68,30009552949.0,quote/sha/600582
344,345,sha/603156,"Hebei Yangyuan ZhiHui Beverage Co., Ltd.",26591856643.0,21.47,2.24,5803302718.0,quote/sha/603156
345,346,sha/601717,Zhengzhou Coal Mining Machinery Group Company Limited,26560923939.0,15.36,1.79,36994482830.0,quote/sha/601717
346,347,sha/600909,"Huaan Securities Co., Ltd.",26495114072.0,5.77,1.76,4562405500.0,quote/sha/600909
347,348,sha/600704,"Wuchan Zhongda Group Co.,Ltd.",26430139511.0,5.13,-0.19,583517493411.0,quote/sha/600704
348,349,sha/600699,Ningbo Joyson Electronic Corp.,26357188529.0,19.07,-1.55,55553164846.0,quote/sha/600699
349,350,sha/600390,Minmetals Capital Company Limited,26223721626.0,6.0,1.87,6911138655.0,quote/sha/600390
350,351,sha/601866,"COSCO SHIPPING Development Co., Ltd.",26188730751.74643,2.34,0.86,24990746674.0,quote/sha/601866
351,352,sha/600171,"Shanghai Belling Co., Ltd.",26138002182.0,36.11,-2.06,2576575734.0,quote/sha/600171
352,353,sha/601966,"Shandong Linglong Tyre Co.,Ltd.",26108887865.0,17.99,0.67,21584183256.0,quote/sha/601966
353,354,sha/603129,"Zhejiang Cfmoto Power Co.,Ltd",26049309073.0,177.13,2.73,14173929295.0,quote/sha/603129
354,355,sha/600566,"Hubei Jumpcan Pharmaceutical Co., Ltd.",26047359562.0,28.91,3.84,8922906748.0,quote/sha/600566
355,356,sha/600754,"Shanghai Jin Jiang International Hotels Co., Ltd.",26026808249.0,26.85,0.86,14367366282.0,quote/sha/600754
356,357,sha/600685,CSSC Offshore & Marine Engineering (Group) Company Limited,25981291332.43251,24.25,0.92,19060596080.0,quote/sha/600685
357,358,sha/600021,"Shanghai Electric Power Co., Ltd.",25942208970.0,9.18,1.1,43475749044.0,quote/sha/600021
358,359,sha/688172,"Beijing YanDong MicroElectronic Co., Ltd.",25790049740.0,21.49,0.28,1705773400.0,quote/sha/688172
359,360,sha/601963,"Bank of Chongqing Co., Ltd.",25641687468.66684,8.72,1.51,9602657000.0,quote/sha/601963
360,361,sha/603786,"KEBODA TECHNOLOGY Co., Ltd.",25543680039.0,62.55,-1.42,5704156959.0,quote/sha/603786
361,362,sha/600863,Inner Mongolia MengDian HuaNeng Thermal Power Corporation Limited,25520131341.0,3.93,2.61,22124111213.0,quote/sha/600863
362,363,sha/600606,Greenland Holdings Corporation Limited,25438135148.0,1.84,1.66,266780329334.0,quote/sha/600606
363,364,sha/600363,"Jiangxi Lian Chuang Optoelectronic Science And Technology Co.,lTd.",25433090356.0,58.78,-0.66,3204522324.0,quote/sha/600363
364,365,sha/600970,"Sinoma International Engineering Co.,Ltd",25416249408.0,9.67,0.52,46020277168.0,quote/sha/600970
365,366,sha/600141,"Hubei Xingfa Chemicals Group Co., Ltd.",25132149447.0,22.83,0.53,28114244197.0,quote/sha/600141
366,367,sha/600848,"Shanghai Lingang Holdings Co.,Ltd.",25112646911.0,9.81,-4.29,7737723708.0,quote/sha/600848
367,368,sha/603379,"Zhejiang Sanmei Chemical Industry Co.,Ltd.",25090063701.0,41.26,0.63,3764251766.0,quote/sha/603379
368,369,sha/600483,"Fujian Funeng Co., Ltd.",25076842956.0,9.09,1.79,14821470350.0,quote/sha/600483
369,370,sha/603737,"SKSHU Paint Co.,Ltd.",25038362972.0,49.55,4.29,12210932068.0,quote/sha/603737
370,371,sha/603881,"Shanghai @hub Co.,Ltd.",24981560133.0,41.13,3.47,1609428489.0,quote/sha/603881
371,372,sha/688615,"Intsig Information Co., Ltd.",24888000000.0,248.88,-2.01,1439612800.0,quote/sha/688615
372,373,sha/600131,"State Grid Information & Communication Co., Ltd.",24864394620.0,20.54,-0.68,7480781699.0,quote/sha/600131
373,374,sha/688582,Anhui XDLK Microsystem Corporation Limited,24797536160.0,61.9,-5.77,405125200.0,quote/sha/688582
374,375,sha/688018,"Espressif Systems (Shanghai) Co., Ltd.",24790916480.0,230.01,2.05,2006919700.0,quote/sha/688018
375,376,sha/688561,Qi An Xin Technology Group Inc.,24711193700.0,36.45,-2.8,4354538400.0,quote/sha/688561
376,377,sha/600998,"Jointown Pharmaceutical Group Co., Ltd",24705815679.0,5.06,0.6,149204637621.0,quote/sha/600998
377,378,sha/600208,"Quzhou Xin'an Development Co., Ltd.",24675928320.0,2.93,1.03,27608490113.0,quote/sha/600208
378,379,sha/688180,"Shanghai Junshi Biosciences Co., Ltd.",24652579188.642353,28.92,-0.1,1787292356.0,quote/sha/688180
379,380,sha/688563,"Baimtec Material Co.,Ltd.",24462000000.0,54.71,-2.15,2932102000.0,quote/sha/688563
380,381,sha/603000,"People.cn CO., LTD",24457886159.0,22.38,-0.97,2106832456.0,quote/sha/603000
381,382,sha/600598,Heilongjiang Agriculture Company Limited,24425321950.0,13.86,0.14,5422679078.0,quote/sha/600598
382,383,sha/688363,Bloomage BioTechnology Corporation Limited,24401281531.0,51.05,2.43,5370823906.0,quote/sha/688363
383,384,sha/688322,Orbbec Inc.,24378674632.0,61.11,-10.13,562185800.0,quote/sha/688322
384,385,sha/600348,"Shan Xi Hua Yang Group New Energy Co.,Ltd.",24350625000.0,6.68,1.83,25468528411.0,quote/sha/600348
385,386,sha/688279,"Fortior Technology (Shenzhen) Co., Ltd.",24244599991.0,262.87,-6.1,600324700.0,quote/sha/688279
386,387,sha/600012,Anhui Expressway Company Limited,24085238291.453773,16.33,2.06,7330727583.0,quote/sha/600012
387,388,sha/601000,"TangShan Port Group Co.,Ltd",23940751601.0,4.12,1.98,5677877246.0,quote/sha/601000
388,389,sha/688266,"Suzhou Zelgen Biopharmaceuticals Co.,Ltd.",23913737523.0,90.31,2.03,533908699.99999994,quote/sha/688266
389,390,sha/601228,Guangzhou Port Company Limited,23840719069.0,3.18,0.63,13445758374.0,quote/sha/601228
390,391,sha/600732,"Shanghai Aiko Solar Energy Co.,Ltd.",23826931577.0,13.55,-2.66,12449185709.0,quote/sha/600732
391,392,sha/688709,"Chengdu Sino-Microelectronics Tech. Co., Ltd.",23811710302.0,37.39,-0.35,603889900.0,quote/sha/688709
392,393,sha/688183,"Shengyi Electronics Co., Ltd.",23705422219.0,29.040001,-1.89,4061255508.0,quote/sha/688183
393,394,sha/605589,"Jinan Shengquan Group Share Holding Co., Ltd.",23683838824.0,29.76,3.19,9579015603.0,quote/sha/605589
394,395,sha/603658,"Autobio Diagnostics Co., Ltd.",23657155963.0,41.66,0.87,4581193378.0,quote/sha/603658
395,396,sha/600956,China Suntien Green Energy Corporation Limited,23550276102.619972,7.27,0.83,22947584854.0,quote/sha/600956
396,397,sha/600779,"Sichuan Swellfun Co.,Ltd",23544573835.0,51.53,3.97,5152853740.0,quote/sha/600779
397,398,sha/601615,Ming Yang Smart Energy Group Limited,23525121339.0,11.12,1.92,26984108563.0,quote/sha/601615
398,399,sha/603300,"Zhejiang Haikong Nanke Huatie Digital Intelligence and Technology Co., Ltd.",23421870371.0,11.9,-4.26,4954024322.0,quote/sha/603300
399,400,sha/601158,"Chongqing Water Group Co.,Ltd.",23376000000.0,4.85,-0.41,6578531109.0,quote/sha/601158
400,401,sha/600801,"Huaxin Cement Co., Ltd.",23271713733.0,12.92,2.95,34311303140.999996,quote/sha/600801
401,402,sha/600120,"Zhejiang Orient Financial Holdings Group Co., Ltd.",23228567884.0,6.95,-2.93,14228039794.0,quote/sha/600120
402,403,sha/603345,"Anjoy Foods Group Co., Ltd.",23058188255.0,82.85,5.01,14850829613.0,quote/sha/603345
